ProjectId,CityId,LocalityId,ProjectName,BuilderId,BuilderName 
1,7,7502,Unitech Grande,63911,GE Construction
2,7,79,Omaxe Twin Towers,4,Omaxe
3,222,5677,Unitech Capella Star,3,Unitech Group
12121,5,331,Goyal Builder Floors,31927,Goyal Homes
6,222,1991,Unitech Verve,3,Unitech Group
291883,48680,48681,Hari Sunder Nagar,71565,Hari Property Deals
7,8,7494,Unitech Harmony,22627,Unitech Group and Pioneer Urban
1259,7,162,Sunworld Vanalika,92,Sunworld Builders
9,222,1692,Parsvnath Privilege,11,Parsvnath Developers 
10,5,4725,Parsvnath Paramount,11,Parsvnath Developers 
301727,219,1147,Nirmaan Radhakrishna,79281,Nirmaan Developers 
13,217,2248,Prestige South Ridge,13,Prestige Group 
15,217,32025,Brigade Petunia,14,Brigade Group
295941,22,368,ND Magnolia Apartments,74241,ND Ventures
16,21,6785,Brigade Courtyard,14,Brigade Group
17,217,2262,Brigade Jasmine,14,Brigade Group
18,8,6138,Raheja Navodaya,5,Raheja Developers
232,19,840,Kumar Palmgrove,77,Kumar Properties 
222,19,835,Kumar Picasso,77,Kumar Properties 
319535,34,3635,PS Navarathna Flats,89037,PS Foundations 
300547,300,33111,Krushna Indradhanu,61077,Krushna Associates 
268229,22,45812,Manani Roshini Enclave,11082,Manani Projects
258477,21,246,Redifice Bird of Paradise,23444,Redifice Developers
62187,108,7833,Manchanda Kaisville Country Homes,11206,Manchanda and Manchanda Builders 
95822,15,11950,Satpanth Om Namah Shivay Kalash,3218,Satpanth Group Builders
24,222,2215,Eldeco Citadel,10,Eldeco Builders
293597,142,16096,Sai Nanki Vihar,72719,Sai Harda Construction 
293745,217,2249,Sona Vistaas,72817,Sona Heights 
136335,3,14,RWA Chittaranjan Park Block M,6774, 
27,7,11014,Eldeco Olympia,10,Eldeco Builders
266268,421,12414,Gurukiran Regency,55556,Guru Kiran Enterprises 
274251,19,21789,Ivory Tathastu,59949,Ivory Lifespaces LLP and Vasant Group
30,9,13320,Parsvnath Regalia,11,Parsvnath Developers 
321111,177,2322,Shreshth Krishan Kunj,91387,Shreshth Group 
317309,49,14730,Kavisha Urbania,7418,Kavisha Corporation Builders 
32,7,11016,Omaxe The Forest Spa,4,Omaxe
15090,14,22713,DSS Mahavir Majestik,3334,Damji Shamji Shah Group Builders 
13776,218,3230,Raj Paradise,6774, 
34,217,11836,Sobha Carnation,16,Sobha Developers 
35,22,368,Brigade Paramount,14,Brigade Group
36,252,2367,Brigade Gateway,14,Brigade Group
269473,34,654,Aarish Tara Homes,57639,Aarish Builders
37,21,14720,Sobha Lifestyle,42833,Renaissance Holdings and Sobha Developers
38,217,10904,Sobha Daffodil,16,Sobha Developers 
294789,48,9942,Bala Shree Ram Homes,72115,Bala Tripur Sundari Developers 
294785,300,48411,Ameya Shardul Homes,64665,Ameya Developers 
40,217,31919,Mantri Espana,17,Mantri Developers
41,217,12330,Mantri Tranquil,17,Mantri Developers
278405,34,14452,Vishnu Manickam Villas,60121,Vishnu Builders Chennai
278311,421,12482,Royal Grandeur,19171,Royal Builders Riagad
278229,147,36693,Adya Royal Palms,7098,Adya Group Builders
45,172,7186,Emaar The Views Apartments,6,Emaar Mgf Developers 
46,172,7186,Emaar MGF The Villas,6,Emaar Mgf Developers 
265467,222,8927,Indian Oil Heights,55029,IEGHS and BS Buildtech 
281465,5,331,Shri Radhey Residency,42277,Shri Radhey Properties 
48,458,15096,Parsvnath Castle,11,Parsvnath Developers 
275701,162,11150,Bhavishya Aastha Orchid,16936,Bhavishya Homes
49,73,2501,Omaxe Greens,4,Omaxe
53,177,5756,Uppal Group Housing,22,Uppal Builders 
278269,34,579,Avittam Pumpukar,52357,Avittam Homes
297847,27,1043,Shreshta Priya,294,Shrestha Construction Builders 
272049,217,10884,Shubham Dreamz,9670,Shubham Samrudhi 
261288,131,6655,Siddhi Anjaneya Apartments,29329,Siddhi Homes 
59,217,2264,Elita Horizon,23,Elita Homes Builders 
63305,275,7887,MAAD Nakoda Heights,57537,Maad Group and Shreenath Enterprise
332,3,224,Golf Links Bungalow,115,Golf Links 
18716,269,3424,Uma Aadya Mansion,18978,Umas Developers
61,222,14530,Eldeco Aurum,10,Eldeco Builders
28606,220,6154,CGHS Nishat,44839,CGHS Group Delhi 
63,217,46352,Prestige Silver Dale,13,Prestige Group 
64,21,14720,Concorde Vedic Village,24,Concorde Group Builders
65,217,5390,Vakil Whispering Woods,25,Vakil Housing Development Corporation
66,217,2259,Vakil Townscape,25,Vakil Housing Development Corporation
67,21,5324,Sobha Petunia,16,Sobha Developers 
68,171,37245,Omaxe Royal Residency,4,Omaxe
69,21,257,Sobha Althea,16,Sobha Developers 
77,131,6649,ABAD Bluechip,28,ABAD Builders
290269,275,12004,Ramnagar Shanti Gardens,70387,Ramnagar Development Corporation 
78,130,47521,ABAD The Chancellor,28,ABAD Builders
81,36,6633,Alliance Bougainvillea,30,Alliance Group Builders
83,3,7,Indiabulls Castlewood,31,Indiabulls Builders
26168,19,31281,Rachana Bella Casa,11110,Rachana Lifestyle
29878,220,6152,Green Heavens CGHS,44839,CGHS Group Delhi 
29854,220,7419,CGHS Pacific Apartments,44839,CGHS Group Delhi 
86,9,804,Ashiana Le Residency,25624,Ashiana Homes and Landcraft Developers 
13438,14,4881,Lok Kailash,7358,Lok Housing Group
89,310,8270,Nanu Sapana Oasis,34,Nanu Estates 
90,80,8279,Gera Astoria,35,Gera Builders
91,324,14992,Nanu Sapana Greensville,34,Nanu Estates 
92,324,8257,Nanu Sapana Whispering Palms,34,Nanu Estates 
93,324,7766,Nanu Sapana Orchid,34,Nanu Estates 
94,21,6785,Tata Aquila Heights,36,Tata Housing 
330499,15,11950,Aaditya Rudra,6774, 
95,324,8257,Akar Aquamarina,8962,Akar Realty
96,324,8257,Prudential Pristine,27273,Risara Properties
97,323,8243,Prudential Le Valencia,27273,Risara Properties
26838,220,6157,CGHS Sriniketan Apartment,44839,CGHS Group Delhi 
112,29,8012,Unitech The Gateway,3,Unitech Group
99,324,8266,Asian Exotica,39,Asian Constructions
100,324,8266,Asian Paradise,39,Asian Constructions
101,324,8257,Akar Excelsior,8962,Akar Realty
102,324,15098,Palacio Waterfront,40,Palacio
103,80,8279,Nanu Sapana Sea Mist,34,Nanu Estates 
104,324,8266,Asian Dona Rosa II,39,Asian Constructions
106,73,2500,Unitech Aspen Greens,3,Unitech Group
107,21,5344,IDEB Riverspring,41,IDEB 
108,22,11988,Parkway Tivoli,8282,Parkway Developments 
64288,14,4904,Hiranandani Heritage,2710,Hiranandani Builders 
57970,205,9164,Eldeco Saubhagyam,10,Eldeco Builders
211335,131,6649,Kakkanad Flats,6774, 
271043,177,2322,Sun India South Avenue,5420,Sun India Developers 
113,28,1503,Unitech Harmony,3,Unitech Group
114,28,1503,Unitech Air,3,Unitech Group
115,28,1495,Sureka Sunrise Greens,44,Sureka Group Builders
116,28,1495,Mani Ratnam,58673,mani 
118,26,488,Shrachi New Shrachi Garden,335,Shrachi Realty 
302281,48,7624,Bhagel Shiv Krupa Residency,79633,Bhagel Construction
119,323,8240,Palacio Villa Saanta Rita,40,Palacio
3030,275,12006,SKD Pinnacolo,77027,SKD and Akshita and Dimples and Kanungo Group
121,126,14996,Brigade Solitaire,14,Brigade Group
122,126,11766,Brigade Tiara,14,Brigade Group
123,126,9054,Brigade Elite 1,14,Brigade Group
126,22,2268,Sobha Celsia,16,Sobha Developers 
128,8,11060,BPTP Park Serene,20,BPTP Builders
129,217,8315,Salarpuria Symphony,47,Salarpuria Group Builders
301371,95,27845,Rakholiya Vardai Heights,79003,Rakholiya Enterprise 
14512,15,18774,Haware Nirmiti,3038,Haware Builders
131,217,10916,Salarpuria Serenity,802,Salarpuria Sattva Group Builders 
132,27,603,Eden Flora,48,Eden Group 
133,27,603,Eden Fresco,48,Eden Group 
134,27,8721,Eden Woods,48,Eden Group 
135,27,603,Eden Orchid,48,Eden Group 
136,29,46752,USE Kolkata West International City,40127,Universal Success Enterprises
137,217,10868,NCC Urban Nagarjuna Premier,49,NCC Urban infrastructures Builders 
138,131,6649,NCC Urban Nagarjuna Green Valley,49,NCC Urban infrastructures Builders 
139,131,6649,Nitesh Wimbledon Gardens,50,Nitesh Estates Builders
140,131,6649,NCC Urban Nagarjuna Laurel,49,NCC Urban infrastructures Builders 
141,131,6651,DLF Riverside,9,DLF Builders 
142,8,4844,Emaar MGF Garden Terraces,6,Emaar Mgf Developers 
81616,19,6270,GK Rose Woods,12398,GK Associates
77411,34,567,TNHB MIG Plot,10324,Tamil Nadu Housing Board 
11685,19,15476,Urban 198 City hub,6774, 
144,177,5756,Uppal Canary Residency,22,Uppal Builders 
145,8,13008,ILD Greens,51,ILD Builders 
146,22,368,Nitesh Forest Hills,50,Nitesh Estates Builders
147,35,731,Atmosphere Lifesyle Mist,52,Atmosphere Lifestyle Homes 
149,21,257,NCC Nagarjuna Aster Park,49,NCC Urban infrastructures Builders 
150,35,731,Atmosphere Lifestyle Rainforest,52,Atmosphere Lifestyle Homes 
263643,34,21233,A J Flats Brindhavan,6774, 
300677,151,10106,SBC Soham,78503,SB Constructions Nasik 
304515,46,16216,Anand Residency,78931,Anand Developers DEHGAM
154,10,2396,KLJ La Vista,54,Klj Town Planners Builders 
155,8,7492,Sidhartha Laguna Oaks,55,Sidhartha Buildtech
156,22,46309,NCC Urban Nagarjuna Maple Heights,49,NCC Urban infrastructures Builders 
157,4,8118,Emaar Mgf Commonwealth Games Village 2010,6,Emaar Mgf Developers 
302833,21,12118,Spectra City,6774, 
299889,204,10004,Ratan Grand,6160,Ratan Housing Development Builders 
261268,177,31343,RLB Florida City,1912,Rlb Group Builders 
197723,15,22355,Nav Durga Tower,6774, 
260366,28,26285,Realtech Rajarhat Residency,1978,Realtech Nirman
160,177,5756,DLF Town Houses,9,DLF Builders 
161,73,2500,Unitech Executive Floors,3,Unitech Group
163,9,7706,Assotech The Nest,58,Assotech Builders
164,269,3062,NCC Urban Nagarjuna Residency,49,NCC Urban infrastructures Builders 
265709,34,20883,Redbrick Jayakrishna,25518,Redbrick Realtor 
165,268,2581,Alliance Inner Circle,30,Alliance Group Builders
166,269,28215,Emaar MGF Boulder Hills,57727,Emaar Properties 
169,269,5160,Indu Fortune Fields Gardenia,24273,Indu Projects
259799,269,2682,Nature Heights,52823,Nature Homes 
171,8,7490,Vatika Bellevue Residences,8,Vatika Group 
172,131,6645,Trinity Periyar Sands,27,Trinity Builders 
173,131,7705,Trinity Periyar Winds,27,Trinity Builders 
296103,95,9012,Shanta Godavari,74359,Shanta Godavari Infra
174,21,31629,Prestige Golfshire,13,Prestige Group 
323447,1008530,6069,Subh Labh Aavas Yojna,92571,Gandhinagar Urban Development Authority
325813,275,12170,Dange Chawre Crown,94725,Dange Developers 
11517,151,7796,Roongta Saket,23611,Roongta Group
303861,16,1389,Piramal Mahalaxmi,16348,Piramal Realty 
176,131,6649,ABAD Ebony Estate,28,ABAD Builders
262274,27,640,Kishan Kunj,6774, 
320525,34,5725,Avigna Eminence Mahindra City,8934,Avigna Properties
177,177,2316,Vatika Jaipur 21,8,Vatika Group 
302803,218,32185,SS Gaurishankar Bungalow,79987,SS Reality 
139725,73,15494,Omaxe Silver Birch,4,Omaxe
306793,15,21897,Imperial Prabhu Sharan,82623,Imperial Developers Mumbai 
307389,21,5311,Astha Sai Golden Orchid,59881,Aastha Properties
306787,147,16334,Atharva Prathmesh Apartment,82621,Atharva Constructions
327285,48,16918,Har Har Arohi Infinity,97872,Har Har Developers 
7075,73,2502,Midtown Business Park,57601,Gulmohar Empires 
220399,217,12510,Venkatas Grass Land,59085,Venkata Group
55426,27,6847,Atri Green Residency,58138,Minar Builders 
24594,13,8539,Heritage Castle,5086,Heritage Group Builders
183,324,16144,Umiya Solicitude,62,Umiya Builders 
184,28,1503,Shrachi Greenwood elements,335,Shrachi Realty 
185,28,1495,Rosedale Senior Citizen,46,Rosedale Developers
187,269,2868,Vertex Sadguru Krupa,63,Vertex Builders
188,7,13252,Unitech Grande Aqua Terra,3,Unitech Group
189,217,44088,L and T South City,7360,L And T Infocity Builders
263243,49,1564,Sneh Apartment,6774,Unknown
190,269,2727,Vertex Pleasant,63,Vertex Builders
191,269,5164,Vertex Lake View,63,Vertex Builders
192,269,3203,SHL Casa Rouge,65,SHL Ventures 
303407,3,15590,CS Green Apartment,80345,CS Realty
303307,34,562,MGP Kuberan Nagar,7564,Mgp Builders And Developers
194,22,2268,Adarsh Palm Retreat Villas,14348,Adarsh Group 
195,310,9808,Nanu Sapana Greens,34,Nanu Estates 
196,22,2268,Salarpuria Sanctity,47,Salarpuria Group Builders
316139,172,797617,Ambika La Parisian,57121,Ambika Realcon 
198,10,2396,BPTP Park Floors 1,20,BPTP Builders
266923,322,12580,Paradise Sai World Retreat,250,Paradise Group 
266865,150,7239,LG Shivnagari,16406,LG Developers
199,27,6857,Mani Residency,45,Mani Group 
311281,19,6119,N N Simantini,85573,N N Joshi Constructions
203,28,8457,Ruchi Active Acres,68,Ruchi Realty Builders
204,7,8097,Amrapali Platinum,69,Amrapali Group 
205,34,574,Rams Luv Kush,70,Rams Builders
206,172,7204,The Terraces Villa Floors,6,Emaar Mgf Developers 
207,177,2316,Omaxe City,4,Omaxe
9229,428,15360,Aarav City Center,76779,Aarav Developers Ahmedabad 
312849,19,20117,AV Silver Paradise,86567,AV Group Pune
312841,71,9254,GenX Landmark,11002,GenX Homes 
208,34,574,Rams Surya Chandra,70,Rams Builders
211,8,31921,DLF Express Greens,9,DLF Builders 
212,177,5756,Emaar Mgf The Meadows,6,Emaar Mgf Developers 
213,217,2259,Alliance El Dorado Park,30,Alliance Group Builders
214,21,6785,Prestige Kensington Gardens,13,Prestige Group 
18722,274,3246,Lodha Palava City,124,Lodha Group
29,7,11016,Grand Omaxe,4,Omaxe
217,19,1074,Gera Regent Park,35,Gera Builders
218,19,25287,Gera Emerald City,35,Gera Builders
330835,96,9536,Sheetal Prachi Residency,96515,Sheetal Corporation
220,73,2500,Parsvnath Prideasia,11,Parsvnath Developers 
9623,172,7193,Country Wave Estate,81135,Country Colonisers 
11214,28,8457,Silver Spring,58691,Bengal Silver Spring and Kolkata Municipal Corp
303493,22,11322,Mystic Nest,80407,Mystic Builders
245923,222,8158,Lucky The Palm Valley,49717,Lucky Homes Builders 
320891,181,40361,Krati Kanak,91123,Krati Construction 
225,34,569,Indus Riviera,9458,Indus Cityscapes Constructions 
226,34,654,Indus Habiterra,9458,Indus Cityscapes Constructions 
227,19,836,Kumar Megapolis,55815,Megapolis And Pegasus And Kumar Properties And ABI 
230,34,581,Villa Viviana,21066,Arihant Foundations and Housing and JP Morgan
231,126,15004,Sobha Scarlet,16,Sobha Developers 
233,19,1239,Kumar Paradise,77,Kumar Properties 
234,217,11440,Golden Commune,81,Golden Gate Properties 
236,323,14948,Nanu Sapana Habitat,34,Nanu Estates 
321247,274,1116,Swastik Vihang Apartment,91359,Swastik Enterprises Bhiwandi 
319001,36,713,Kaizen Villas,88839,Kaizen Builders
237,269,28619,Mantri Celestia,17,Mantri Developers
257013,268,5563,Go Green Delight,51955,Go Green Infra Projects
300431,19,839,Varma Fortune House,78233,Varma Developers 
256979,177,9098,Arihant Residency,4208,Arihant Prime Builders 
322017,96,9088,Meher Golden Icon,91715,Meher Realty 
239,19,839,IDEB Springdale,41,IDEB 
240,19,1074,Amit Emerald Park,76,Amit Enterprises Builders
241,323,8250,Bullion Riverside Greens,84,Bullion Infrastructure Pvt. Ltd. 
242,19,25917,Amar Ornate,82,Amar Builders
243,310,8270,Nanu Sapana Woods,34,Nanu Estates 
244,19,6250,IDEB Villagio Toscana,41,IDEB 
245,27,651,Jain Dream Arcadia,85,Jain Group Builders
246,34,6534,Adroit Aura One,86,Adroit Urban Developers
287603,150,7245,Sapna Surya Towers 2,68419,Sapna Developers 
247,19,836,Ekta World Ville,87,Ekta World 
248,8,7507,Raheja Srishti,5,Raheja Developers
249,27,651,Jain Dream Park,85,Jain Group Builders
659,8,8186,Ireo The Grand Arch,205,Ireo Developers
275981,19,12368,Geras Misty Waters,35,Gera Builders
116865,269,3203,Udaya Royal Crest,19131,Udaya Heights
18086,275,21171,RNA NG Paradise,7146,RNA Builders NG
252,19,835,Amar Courtyards,82,Amar Builders
64270,19,836,Megapolis Sangria Towers,56445,Pegasus Properties 
10037,94,31971,Tatvam Opera Point,83999,Tatvam Realty
254,324,8266,Getmore Coconut Grove Residence,89,Getmore Developments 
256,22,31659,Mantri Astra,17,Mantri Developers
257,28,1495,Jain Dream Excellency,85,Jain Group Builders
323227,27,1426,Abira Kaninika,6774, 
259,28,1495,Jain Dream Residency,85,Jain Group Builders
260,19,1262,Kumar Papillon,77,Kumar Properties 
261,172,15196,Ansal API Orchard County,91,Ansal API
262,172,14962,Ansal Golf Villas,91,Ansal API
6408,222,10132,Nirala Greenshire,325,Nirala Group Builders
264,310,8270,Nanu Sapana Baptista,34,Nanu Estates 
265,19,23783,Kolte Patil Lush County,93,Kolte Patil Developers 
266,19,6260,Kolte Patil Elburz Hills and Dales,93,Kolte Patil Developers 
267,10,2396,BPTP Park Towers,20,BPTP Builders
268,10,2396,KLJ Espana,54,Klj Town Planners Builders 
269,19,6250,Kolte Patil Margosa Heights,27889,Kolte Patil and Portman Holdings 
270,19,837,Kumar Kruti,94,Kumar Urban Development Ltd Builders 
271,34,677,Indiabulls Greens,31,Indiabulls Builders
272,19,1074,Parsvnath Pratishtha,11,Parsvnath Developers 
273,19,1262,Kumar Shantiniketan,94,Kumar Urban Development Ltd Builders 
274,19,1283,Rohan Tarang,95,Rohan Group
275,22,2268,Confident Antlia,96,Confident Group
276,8,8183,Vatika Lifestyle Homes,8,Vatika Group 
293955,218,4972,KVC Audumbar Chhaya,7634,KVC Developers 
1611,16,1325,Marathon NextGen Innova,306,Marathon Group 
60241,15,18756,Shubh Arcade,6056,Shubh Developers 
278,7,5798,Ansal API Megapolis City Villas,91,Ansal API
279,22,11256,Confident Antlia Six,96,Confident Group
259623,185,11028,Sri Gujans Purandara,43871,Sri Gujan Property Developer 
301449,96,16172,Sky Seven Synnove Palatials,26074,Sky Seven Infratech
235,19,7585,Amar Renaissance,82,Amar Builders
31294,19,1167,Oxford Windsor Avenue,12614,Oxford Properties
259621,217,10870,Eshwari Embassy,5816,Eshwari Developers 
281,7,11014,Eldeco Utopia,10,Eldeco Builders
282,19,1074,Rohan Leher,57009,Rohan and Sarsan and Aawishkar Developers
283,22,17856,Rohan Mihira,95,Rohan Group
271023,34,45050,Sree Guru Mithra,7924,Sree Guru Foundation 
10127,75,28941,Babylon Tower,84629,Babylon Group of Hotels
196019,15,18768,Raj Precious Residency,5006,Raj Group Builders 
302243,151,11089,Vrundavan Avadha Annexe,60881,Vrundavan Developers 
301597,49,1550,Viva Elegance,79165,Viva Infraspace
285,7,5798,Ansal API Megapolis Independent Terraces,91,Ansal API
286,73,7145,Uppal Marble Arch,22,Uppal Builders 
287,8,7434,DLF Regal Towers,9,DLF Builders 
288,21,5315,Century Wintersun,97,Century Real Estate Holdings 
289,19,15630,Rohan Ishita,95,Rohan Group
29622,220,7415,CGHS Krishna Apartments,44839,CGHS Group Delhi 
291,19,6260,Kumar Palmsprings,77,Kumar Properties 
293,131,6649,Mir Realtors Jade Heights 2,29,Mir Realtors Builders
294,19,826,Supreme Palms,99,Supreme Universal Builders 
295,22,11256,Confident Bellatrix,96,Confident Group
296,19,1262,Kumar Kubera Bahaar,94,Kumar Urban Development Ltd Builders 
278937,146,47937,Navrang Akashganga,61869,Navrang Developers Ahmednagar
297,131,7705,Aqua Breeze,28,ABAD Builders
298,8,1049,Roots The Orchard,100,Roots Developers 
269872,217,43525,Biome Kaveri Pebbles,57946,Biome Infrastructures
301,9,804,Sare Crescent ParC,574,Sare Homes 
302,21,5336,QVC Hills,104,QVC Realty Co
848,8,2481,TDI Ourania,31565,TDI Infrastructure and NKTP
311275,61,17126,MM Bhagyarekha Residency,85599,MM Constructions Vijayawada
2063,8,7506,Pioneer Urban Square,42,Pioneer Urban Builders 
320895,217,6811,Opera Windsor,7444,Opera Homes Builders 
305,7,6166,Jaypee The Kallisto Town homes,12,Jaypee Greens
306,177,5756,DLF Express Towers,9,DLF Builders 
271113,185,7370,Aalaya Kumaragam,58781,Aalaya Builders and Engineers
308,269,5136,DLF Summit Lake District,9,DLF Builders 
311,269,5561,Hill County,105,Hill County Properties 
323343,150,7265,Motifcos Ambai Villa,92497,Motifcos Infrabuild
261098,14,1174,Mangal Prabhat,6774, 
313,7,6166,Jaypee Greens Imperial Court,12,Jaypee Greens
263267,274,6162,Royal Enclave,6774, 
314,269,5136,Bharat Iconia,106,Bharat 
315,323,8249,Devashri Garden,107,Devashri Real Estate Developers
335011,95,24626,Samarthya Florencia,97519,Samarthya Group
316,131,6649,Trinity World,27,Trinity Builders 
317,10,7542,Mahindra Chloris,108,Mahindra Lifespaces Developers 
318,131,6649,Infra Vantage Apartments,109,Infra Housing Builders 
319,131,6649,Infra Nouvelle,109,Infra Housing Builders 
320,269,5138,Indu Skies,59,Indu Group 
321,269,5145,Indu City,59,Indu Group 
26826,10,7509,RPS Palms,744,RPS Group Builders 
6863,222,10132,Gaur City Arcade,1282,Gaursons India Ltd.
324,269,8045,Lanco Hills Apartments,111,Lanco Hills Technology Park
62341,19,835,Amanora Future Towers,12436,City Group 
325,323,8235,Heritage Exotica,112,Heritage Princes Builders
27456,217,30291,Brahma Cyprus Oak,23364,Brahma Holdings
27248,4,227,Akashdarshan Apartments,6774, 
51114,1008530,6081,Shayona Green,13852,Shayona Land Corporation 
10920,14,4879,Planet Powai CHS,6774, 
255865,172,7170,Golfview Apartments,6774, 
18740,275,12006,Ashish Samriddhi,20396,Ashish Group Mumbai
337,19,6120,DLF Springhills Villa Plots,9,DLF Builders 
338,73,8759,Gillco Towers,121,Gillco Valley Builders 
315741,217,11722,Shree Sai Palace,88233,Shree Builders Bangalore 
339,269,5771,Golden Gate The Commune,81,Golden Gate Properties 
340,269,36329,Narens SMR Vinay City,122,SMR Builder
258559,19,1281,HT Khandve Kshitij Residency,37799,HT Khandve Associates
341,269,27851,SMR Vinay Hi Lands,122,SMR Builder
342,269,29991,SMR Vinay Symphony,122,SMR Builder
344,269,2608,Lalitas SMR Vinay Sky City,122,SMR Builder
292567,36,6032,RRP Sri Sathya Sai Nagar,4228,RRP Housing Builders 
256811,34,545,Kumaars Castle,51869,Kumaars Foundation 
346,126,14998,Brigade Horizon,14,Brigade Group
38840,9,807,IFCI 21st Milestone Residency,15412,IFCI Infrastructure Development
312687,374,41473,Phoenix Janaki Niwas,86451,Phoenix Engineers and Contractors
298235,49,7657,Radhe Greens,76735,Radhe Reality
296393,185,15660,DTCP Villas and Plots,6774, 
351,7,165,Omaxe Panache Homes Galaxy,4,Omaxe
243727,1008530,7661,Pink city,6774, 
353,269,5138,Jai Mata Di Grandeur The Villas,123,Jai Mata Di Builders 
354,269,1610,Jai Mata Di 5th Avenue,123,Jai Mata Di Builders 
355,269,5770,Jai Mata Di Oscar City,123,Jai Mata Di Builders 
278203,150,35761,Radha Madhav Gokul,7546,Radha Madhav Developers
7401,19,1218,Kelkar Ekadanta,42713,Kelkar Housing 
278215,14,22351,Annapurna Kasturi Heights,3180,Annapurna Realtors Builders
308463,22,415,Brigade Woods,14,Brigade Group
358,7,165,Omaxe Galaxy,4,Omaxe
359,21,358,Mantri Greens,17,Mantri Developers
360,22,15896,Mantri Flora,17,Mantri Developers
361,217,10870,Brigade Gardenia,14,Brigade Group
308291,36,713,Edgepoint Grand View,82821,Edgepoint Properties 
219873,275,4988,Sai Garden,44691,Sai Shakti Construction
216741,323,16418,Milroc Vista do Mar Villa,27791,Milroc Good Earth
301363,15,29645,Skyline Blue Ridge,78997,Skyline Developers Mumbai Navi 
363,126,7469,CLA Palm Springs,125,CLA Group
364,126,11766,CLA Palm County,125,CLA Group
269711,209,14778,KGR World Green,57781,KGR Greens Infratech 
366,219,26577,Lodha Univis,124,Lodha Group
277931,185,7396,Anandaya Enclave,61151,SMT Construction 
368,219,1107,Hiranandani Elysium,2710,Hiranandani Builders 
56558,220,6152,Nav Puneet Apartment,6774, 
4494,19,835,Marvel Bounty,56596,Marvel Realtors and Tyagi Properties 
272083,217,22292,Shivadurga Navodaya,59337,Shivadurga Properties
371,19,25287,Gera Park View 1,35,Gera Builders
372,218,5188,Lodha Aqua,124,Lodha Group
286275,71,14766,Swarna Bhoomi City,67413,Shiva Sai Homes
3320,19,16438,Sai Mystique 130,50667,Tyagi and Unicon and Gmittal and Sai and Trimurti
28416,19,31329,Sara City,32815,Sara Builders Aurangabad 
269145,522,46116,Lifestyle MR Gardens,39985,Lifestyle Housing
377,14,4879,Ekta Lake Superior,87,Ekta World 
378,14,4879,Lake Primrose,25081,Supreme Universal and Ekta World 
301477,274,15772,Gajanan Krishna Pride,11776,Gajanan Krupa Developers 
301479,150,19937,Swaraj Datta Enclave,79087,Swaraj Builders Nagpur 
301481,274,5109,Sai Fortune,6774, 
380,218,3230,Pride Purple Park Royale,126,Pride Purple Properties
381,218,4968,Ekta Terraces,87,Ekta World 
2820,15,26347,Jai Gurudeo Complex,1560,Jai Gurudeo Builders And Developers
15396,28,26285,Shrachi Greenwood Sonata,335,Shrachi Realty 
63175,9,13466,GDA Media Enclave,18422,Ghaziabad Development Authority
383,172,7223,Ansal Exclusive Floors,91,Ansal API
301401,506,46249,Synergy Carnation,65399,Synergy Plotters and Structures
12352,220,6154,Chitrakoot Dham Apartments,6774, 
387,219,1123,Lodha Casa Royale,124,Lodha Group
389,142,16830,Indiabulls Central Park,31,Indiabulls Builders
240772,19,827,Sumit Apartments,6774, 
392,15,22389,Arihant Sharan,7996,Arihant Superstructures Builders 
394,17,4931,Ekta Everglades,87,Ekta World 
395,269,5769,Aparna Cyber Commune,129,Aparna Constructions and Estates 
396,22,5504,Bearys Anugraha,130,Bearys Group Builders
397,17,1159,Ekta Eminente I,87,Ekta World 
255705,19,1228,Pratibha Housing Society,6774, 
399,269,994,Lodha Aria,124,Lodha Group
400,22,2268,Mantri Magnolia,17,Mantri Developers
401,269,3334,Aditya Eternia,7838,Aditya Construction Company Builders 
301563,274,7915,Jago White Castle,79157,Jago Developers
9325,95,37985,Swastik Universal,79161,Vibhuti Organisers 
403,269,23019,Aparna Towers,129,Aparna Constructions and Estates 
406,269,5136,Modi Greenwoods,458,Modi Builders
407,269,44746,Ramky CEO Enclave,134,Ramky Builders 
408,268,5567,Modi Emerald Park,458,Modi Builders
8651,96,10362,Samanvay Silver,73971,Silver Samanvay Developers 
409,269,46981,Radha Maple Town,135,Radha Realty Builders
410,269,46809,Modi Silver Springs,458,Modi Builders
411,269,16302,Ramky Towers,58819,Ramky Estates and Farms and Andhra Pradesh Housing 
412,269,5136,Sri Sreenivasa Fortune Towers,136,Sri Sreenivasa Builders
413,324,8258,Nanu Sapana Exotica,34,Nanu Estates 
414,80,8281,Felicity Seaview Residency,137,Felicity Group 
416,222,47484,Ansal API Fairway Apartments,91,Ansal API
263094,269,24094,Gandikota Castle,6774,Unknown
417,323,8240,Highland Holiday Homes,138,Highland Builders
69346,95,9014,Western Height,20994,Western Group Surat
303487,46,16166,Sthapan 2,80403,STHAPAN INFRA PROJECT
65268,269,28619,Trendset Winz,20216,Trendset Builders
63341,27,604,SGIL The Empire,212,SGIL 
420,15,1452,Arihant Arham,7996,Arihant Superstructures Builders 
421,17,4944,Ekta Lilou Villa,87,Ekta World 
422,217,44088,Bren Luxuria,4992,Bren Corporation 
423,217,2259,Bren Equinox,4992,Bren Corporation 
424,323,17698,Aldeia De Goa,57871,Dynamix Group
285533,374,48288,Empire Realtors Vrundavan,28751,Empire Realtors
