ProjectId,CityId,LocalityId,ProjectName,BuilderId,BuilderName 
266330,33,3910,VGN Monte Carlo,3546,VGN Property Developers
263987,269,3297,KKs Saraswathi Residency,6774, 
2908,185,7388,Jrd Hill View,1628,Jrd Realtorss Builders 
2910,21,46216,GK Lake View,1632,GK Shelters P LTD
329433,131,6655,Siddhi Sreekala,29329,Siddhi Homes 
2912,27,5068,Larica Green Hamlet,478,Larica Estates Builders
322547,269,1640,Prakruthi Sai Ankur Residency,11050,Prakruthi Infrastructures
2914,19,840,Nirmaan Aasamant,1634,Nirmaan Group Builders 
2916,34,5728,Green 201,573,Greenn Tree Homes And Ventures 
2918,8,6142,Unitech Anthea Floors,3,Unitech Group
2920,269,5221,Rajapushpa Cannon Dale,1636,Rajapushpa Properties
2922,8,2457,Dwarkadhish Precedence,916,DPL Homes
9989,125,9220,S Cube Centro,83679,S Cube Projects and Rai Builders 
2924,19,1074,Taksheel De Paradiso,1638,Taksheel Group Builders
2926,27,603,Ambalika Greens,914,Ambalika Housing 
259137,96,8997,Raama Surabhi Vatika,33861,Raama Group
2928,269,5221,Rajapushpa The Retreat,1636,Rajapushpa Properties
2930,26,9102,Aatreyee Indranee,1640,Aatreyee Nirman
2932,289,8541,Genesis Flora,1642,Genesis Infratech Builders 
2934,22,11256,Bizpro Golden Mile,1644,Bizpro Properties Builders 
2936,28,1495,Kwality Bliss,1646,Kwalityrealtech Builders 
7501,19,13948,Gagan UNO,5614,Gagan Properties Builders
2940,15,7907,R S Vankvanis Nivas,722,R S Builders Developers
2942,28,21741,GM Meena Sangam,7950,GM Group 
2944,73,2502,Savera Girisa Towers,1650,Savera Contractors And Builders
2946,27,603,Maa Tara Sagar Sundar Land,1652,Maa Tara Sagar Sundar Land Builders
2948,21,6793,SRR Preserve,14590,SRR Homes
2950,217,2277,SRR Sindhu Amazon,14590,SRR Homes
2952,268,5574,UB Spectra,1654,UB Constructions Builders
2954,274,6162,Space India Piccadilly Green City,588,Space India Builders and Developers
2956,19,26107,Nivasa Prakriti,5016,Nivasa Realty
2958,36,707,Rajmani Mathura,1656,Rajmani Builders Chennai Builders
2960,269,8049,S V S S Sankalp,18076,S.V.S.S. Constructions 
2962,34,628,Aditya's Jayalakshmi,1660,Aditya Srinivas Consrtuction Builders
2964,222,7868,Orris Curio City,190,Orris Builders 
2966,34,611,Yuga Alta vida,1662,Yuga Homes 
2968,49,6194,Ozone Aangan,1664,Ozone Builders 
18538,15,22355,Today Pride Paradise,652,Today Group Builders 
200893,15,18774,Shanti Hari Heritage,5494,Shanti Enterprises Builders
2972,33,3552,Shree Arihant Nirmaan Vaikunt,1668,Shree Nirmaan Infra
2974,1008530,6046,GopalaNand Residency,1670,Gopalanand Developers
2978,34,647,Aishwaraya Agasthya I,1672,Aishwarya Promoters
2980,367,31711,Poddar Samruddhi Hill View,1674,Poddar Developers
27934,19,25889,Lunkad Queensland,254,Lunkad Realty Builders 
327629,125,9300,Langfords Garden,6774, 
2984,8,6138,Sare Petioles,574,Sare Homes 
2986,49,6038,Shree 235 Parkview,45983,Shree Radhe Homes
2988,34,647,StepsStone Vrushaa,1196,StepsStone Promoters Pvt. Ltd. 
2990,22,11256,Shri Diya Viola,1680,Shri Diya Projects Builders
2994,177,2323,Sequin Star City,1684,Sequin Real Estate 
2996,217,11660,Aswani Sitara,1686,Aswani Properties Builders 
312801,15,1433,Mistry Infinite Residency,86533,Mistry Construction
2998,36,713,Vansan Ascot,1688,Vansan Construction
3000,8,7580,SS Almeria,1488,SS Group 
3002,15,5129,Bayama Raje Shivaji Sankul,1690,Bayama Construction Builders 
3004,48,7620,Panacea Residency,1692,Panacea Properties Builders
3006,177,2325,Manglams Aananda,1100,Manglam Group Builders 
36716,21,5344,Saroj Paradise,7442,Saroj Group Builders 
3010,27,3454,Aashiana Eastwood,1696,Aashiana Builders
3012,222,7868,Jaypee Greens Country Homes 2,12,Jaypee Greens
327223,177,9510,SBL Dayal Vihar,97959,SBL Infratech
3014,34,569,Dream The Aurora,1700,Dream Home Sweet Homes Builders
3016,36,3665,Royal Splendour Advaya,966,Royal Splendour Developers 
278319,26,5094,Rangdhanu Tower,61527,Rangdhanu Construction 
316141,22,368,Purvi Pride,44417,Purvi Constructions
26602,8,7494,Unitech Nirvana Birch Court,3,Unitech Group
255003,274,1469,Dolphin Serene Residency,9246,Dolphin Group
3022,19,8070,Synergy Casuarina,1706,Synergy Properties Builders
3024,269,5561,Maruti Sai Vardhini Residency,1708,Maruti Constructions Builders
10139,48,7624,Neel Gajanan Industrial Hub,84679,Neel Buildcon
3026,269,11178,Pooja Wonderful World,1710,Pooja Ventures Builders
267691,217,2264,Dhiraan Avenue,43251,Dhiraan Infrastructure 
223841,33,6023,Sri Jayalakshmi Nagar,45533,Shree Venkateshwara Infrastructures and Properties 
160387,34,581,Mahindra World City,108,Mahindra Lifespaces Developers 
299535,352,758323,Shreeram Sai Aangan,76153,Shreeram Balaji Developers And Infrastructures 
6803,23,11798,Prestige Copper Arch,13,Prestige Group 
3032,27,15644,Rajwada Heights,1716,Rajwada Group
12029,284,904103,ENI Sapphire Tower,96704,Emirates National Investment 
3034,213,12556,Green House Aashray Apartment,1718,Green House Project
3036,8,13008,Imperia Elvedor,30085,Imperia Structures and Wishfield group 
3038,19,826,Angal Bougan Villas,1722,Angal Group Builders 
3040,177,2322,Krishnaa Bhavyaa Heights,46261,Krishnaa Builders
3042,9,800,Saviour Park,1724,Savfab Buildtech Builders
3044,150,7255,Govindraj Regency,1726,Govindraj Group Builders 
3046,47,8536,Aishwarya Shreeji Flora,23098,Aishwarya Enterprise 
3048,19,1281,ARK Prem Alfa Landmark,1730,ARK Prem Constructions Builders
3050,34,611,Sucons Pinewood Crest,1734,Sucons Constructions 
3052,27,6841,Alaaska Green Estate,1732,Alaaska Group
3054,205,7835,Rohtas Platina,1736,Rohtas Projects Builders 
3056,177,5756,Viraaj Appu Ghar,1738,Viraaj Infrastructure Builders 
3058,269,5560,Sai Silicon Residency,1740,Sai Silicon Constructions Builders 
3060,269,5560,CMG Pristine Apartments,15690,CMG Construction 
3062,26,8633,GK Enclave,1744,G K Developers 
303849,269,3256,Bharadwaj Residency,80647,Bharadwaj Estate 
3066,33,464,Unigolds Anandham,1748,Unigold Infra Pvt. Ltd.
301031,49,4462,Sammet Platinum,78735,Sammet Infrastructure
239082,27,844,Jain Dream World City,85,Jain Group Builders
317047,15,47795,Savitri Gurukrupa Apartment,88939,Savitri Builder
259175,126,12540,Manasa Devine,13270,Manasa Developers
3070,26,7995,Vibgyor North City,11952,Vibgyor Group
3074,19,1283,Kalpavruksha Eros Meadows,1756,Kalpavruksha Builders
257661,33,3698,Achutha Elite,52253,Achutha Contruction Promoters And Builders 
3076,22,368,KRK URBAN VILLE,1758,Krk Ventures Builders
3078,33,464,Avenue Anbiya,1760,Avenue Homes 
3080,19,26109,Shreeyash Shree Woods,1762,Shreeyash Realty Builders
3082,150,7235,Universe Aura 3,1764,Universe Real Infrastructure Builders
3084,34,6510,Sri Varalaxmi Lakshmi Nivasam,1766,Sri Varalaxmi Shelters (P) Ltd.
3086,162,8824,Z Infra Pragyan Vihar,1768,Z Infra Construction Builders
3088,222,9620,Ansal API Sushant Megapolis,91,Ansal API
3090,8,8512,Assotech Blith,58,Assotech Builders
3092,269,5767,Thirtha Rock Cliff,1770,Thirtha Projects Builders
296983,45850,48792,Arihant Rishabh Dev Nagar,75873,Arihant Construction And Developers
271661,19,836,Saarrthi Savvy Homes,56763,Saarrthi Group 
304869,268,2661,AVM Vishnupriya Gardenia,74051,AVM Ventures 
321763,21,46065,Sri Krishna Shrine,6774, 
3096,222,1950,Jaypee Greens Cypress court,12,Jaypee Greens
264461,8,9572,Xperiovation C 504,54505,Xperiovation 
3098,27,8005,Choice Lake View Homes,1772,Smg Remac Builders 
3100,27,598,FM Dream Villa,1774,F M Enterprise Builders
3102,172,15196,Emerging Heights 3,1776,Emerging India Housing Corporation Builders
3106,34,569,KGS Sunnyside,323,KGS Developers 
3108,140,7839,Navaakar Parke Serene,1778,Navaakar Builders
292303,443,29453,Chawla Sai Shraddha Homes,68261,Chawla Associates
293017,177,2328,Aravali Homes,72355,Aravali Builders 
3112,222,7868,Jaypee Greens Garden City Agra,12,Jaypee Greens
3114,150,11077,Mahindra Bloomdale,108,Mahindra Lifespaces Developers 
271531,15,22093,Tricity Eros,4174,Tricity Realty Pvt Ltd Builders
314153,96,46129,Makhija Royal Nandish,5362,Makhija Infrastructure Builders
3116,7,8477,Ajnara Ambrosia,167,Ajnara Group 
257617,19,24248,Kulswamini Charbhuja Classic,39721,Kulswamini Landmarks 
3118,268,921,ARK Homes,1780,ARK Builders 
3120,22,46166,ARK Serene County,1780,ARK Builders 
3122,73,2502,Aero Homes,1782,N H Matcon Builders
3124,268,1017,Sree Tusti Apartments,1784,Sree Thirumala Constructions Builders
3126,67,9172,Infinity Heights,1786,Infinity Townships Pvt. Ltd. 
3128,33,462,Avathar Tamarai,1788,Avathar Builders 
302511,126,31487,Nithyanandhasagara Layout Phase 1,44965,ESS and ESS Infrastructure 
302521,49,1294,Shakti Profuse,77123,Shakti Group Ahmedabad 
302513,300,47961,Wonder Jijamala Park,79787,Wonder Properties Satara 
3132,217,7986,Terracon Heaven,14696,Terracon Projects Bangalore
10443,786353,795588,Prateek SRGD Market,86729,Prateek Builders 
3134,26,507,Viswakarma Shyam Residency,58216,Viswakarma Group of Company
3136,269,5769,Sunridge Signature,1794,Sunridge Builders And Developers 
3138,264,8957,Pyramid Shubham,29903,Pyramid Colonizers 
3140,444,5941,MyProptree Avalon,1798,Myproptree Foundations 
473,5,324,DLF Capital Greens,9,DLF Builders 
3144,67,9170,Signature Estates,30143,Infinity Township and The BH Group 
3146,19,31687,Mont Vert Dieu,1802,Mont Vert Builders 
3148,444,2925,MyProptree Pallavapuram,1798,Myproptree Foundations 
3150,34,656,VJS Kumaran Sukrataa,1804,VJS Associates Builders
291305,416,45510,Sai Bhakti Complex,71139,Sai Bhakti Developers
3152,444,2925,Atlas Foundation-Pallavapuram,1808,Atlas Foundation 
3154,21,11984,Prisha Hanging Gardens,232,Prisha Properties Builders 
3156,22,15896,Sri Mitra Spring Valley,664,Sri Mitra Builders And Developers
3158,172,7181,Universal The Taj Towers,1810,Universal Infrastructures Builders 
3160,269,5145,Bhashyam Elite County Phase 2,1812,Bhashyam Developers
3162,416,1144,Pehal The Mount River,1816,Pehal Developers 
3164,22,2268,Aisshwarya Samskruthi,1818,Aisshwarya Group Builders
3166,217,6811,MBR Steeple,6774, 
3168,9,10328,Real World Residency,1822,Real Anchors Developers
323573,269,3479,Archies Meadows,20042,Archies Projects 
263090,269,6969,Neeraja Nilayam,6774, 
3170,34,6029,SPS Brownstar,1824,Brownstar Developer
308205,15,29645,Planet Horizon,11920,Planet Builders
305659,19,836,Joyville Hinjawadi by Shapoorji Pallonji,71481,Joyville Shapoorji Housing 
95006,19,829,Puraniks Abitante,200,Puraniks Builders
3176,8,4850,Today Callidora,164,Today Homes Builders 
3178,269,19625,Shriya West Metro,20426,Shriya Infrastructure
3180,444,44707,SB Nagar,1828,SB Homes 
3182,269,2671,Amulya Sri Kala,752,Amulya Constructions 
3186,269,5157,Amulya Fortune,752,Amulya Constructions 
3188,26,497,IPCON Skylark Valley,1832,Ipcon Group Builders 
3190,150,7235,Om Shivam Shiv Elite,1834,Om Shivam Buildcon Builders
3192,392,8959,Vibez Coffee Estate,1836,Vibez Club 
42444,19,6045,Raviraj Citadel Enclave,5050,Raviraj Realty 
3198,28,1495,Team Taurus Kabya,312,Team Taurus Builders 
3200,34,688,SJ Nanmangalam,1842,Sj Constructions Builders
3202,8,8512,Lotus Elise,1844,Lotus Realtech Builders
3204,34,688,StepsStone Madhav's,1196,StepsStone Promoters Pvt. Ltd. 
3206,269,2685,Light House Brundhavanam,1846,MSR Housing & Resorts
3208,8,6129,Landmark Golden Villas,71,Landmark Group Builders
